domain,n_samples,accuracy,precision,recall,f1_score
1.0,260,0.6923076923076923,0.7102743271221532,0.6923076923076923,0.6855916319003568
2.0,255,0.7843137254901961,0.827647800504343,0.7878461538461539,0.7782994261867502
3.0,260,0.7653846153846153,0.7916314454775993,0.7653846153846153,0.7599842612630336
