domain,n_samples,accuracy,precision,recall,f1_score
1.0,260,0.7192307692307692,0.7461630456448076,0.7192307692307692,0.711335188818421
2.0,255,0.6862745098039216,0.766025641025641,0.6915384615384615,0.6644736842105263
3.0,260,0.676923076923077,0.7383609693877551,0.676923076923077,0.6546707988109544
