domain,n_samples,accuracy,precision,recall,f1_score
1.0,214,0.5420560747663551,0.39880952380952384,0.49249646892655363,0.36060975609756096
2.0,214,0.5280373831775701,0.2665094339622642,0.49130434782608695,0.345565749235474
3.0,242,0.4834710743801653,0.24173553719008264,0.5,0.32590529247910865
