domain,n_samples,accuracy,precision,recall,f1_score
1,217,0.4608294930875576,0.2304147465437788,0.5,0.31545741324921134
2,197,0.4619289340101523,0.23096446700507614,0.5,0.3159722222222222
3,219,0.4977168949771689,0.24885844748858446,0.5,0.3323170731707317
