domain,n_samples,accuracy,precision,recall,f1_score
1,257,0.8832684824902723,0.8839437302934756,0.8835251362810418,0.8832525741974561
2,260,0.7961538461538461,0.8222587083896722,0.7961538461538462,0.791940330056922
3,258,0.8178294573643411,0.8211918516266342,0.8174278846153846,0.8172115949893728
