domain,accuracy,precision,recall,f1
1,0.7871485943775101,0.8070652173913043,0.7812217194570136,0.7809153842322825
2,0.6961538461538461,0.6981351981351982,0.6961538461538461,0.6953923269712743
3,0.7509881422924901,0.7806776556776557,0.74903125,0.7432216905901117
