domain,n_samples,accuracy,precision,recall,f1_score
1.0,235,0.502127659574468,0.251063829787234,0.5,0.3342776203966006
2.0,248,0.5,0.5489711934156378,0.503869918699187,0.3536780159730979
3.0,238,0.5084033613445378,0.4553648068669528,0.4963256076879593,0.3517401932254685
