domain,accuracy,precision,recall,f1
1.0,0.7454545454545455,0.7507368421052631,0.7460947185717828,0.744419550244793
2.0,0.8068669527896996,0.8077405548996459,0.8074229691876751,0.8068527217463388
3.0,0.7581967213114754,0.7594288793103448,0.7589579831932773,0.7581601626152839
