domain,n_samples,accuracy,precision,recall,f1_score
1.0,216,0.5231481481481481,0.26401869158878505,0.49130434782608695,0.3434650455927052
2.0,209,0.5263157894736842,0.26570048309178745,0.49107142857142855,0.3448275862068966
3.0,239,0.4811715481171548,0.2405857740585774,0.5,0.3248587570621469
