domain,n_samples,accuracy,precision,recall,f1_score
1,257,0.8326848249027238,0.8526083621020331,0.8340702604482132,0.8306749406266758
2,260,0.7730769230769231,0.8182978136423201,0.7730769230769231,0.7647203177962852
3,258,0.7945736434108527,0.8182795698924731,0.7935096153846154,0.7902599892629802
