domain,accuracy,precision,recall,f1
1,0.8645418326693227,0.865581098339719,0.8637692209937731,0.8641774891774892
2,0.8054474708171206,0.816763333753625,0.8043307086614173,0.8032761788120024
3,0.81640625,0.8209325396825397,0.8159372520295428,0.815593054086778
