domain,accuracy,precision,recall,f1
1.0,0.7730769230769231,0.7734814814814814,0.773076923076923,0.772992970773215
2.0,0.8666666666666667,0.8898024177823995,0.8690769230769231,0.8651549085479657
3.0,0.7192307692307692,0.7208117289468979,0.7192307692307692,0.7187273077550053
