domain,accuracy,precision,recall,f1
1.0,0.606425702811245,0.659469138403202,0.5977530991735537,0.5598484848484848
2.0,0.8064516129032258,0.8240358367746903,0.801576444531301,0.8017982017982018
3.0,0.7159533073929961,0.7847716968911918,0.7130526953361599,0.6958974275849772
