domain,accuracy,precision,recall,f1
1.0,0.8,0.8,0.8,0.8
2.0,0.8588235294117647,0.8654158341658341,0.8601538461538462,0.8584556556062661
3.0,0.7884615384615384,0.7905417486143393,0.7884615384615385,0.7880822181715793
