domain,n_samples,accuracy,precision,recall,f1_score
1.0,260,0.6346153846153846,0.7533689720458849,0.6346153846153846,0.5861190703597581
2.0,255,0.5254901960784314,0.7540650406504066,0.5346153846153846,0.40167542515852545
3.0,260,0.6038461538461538,0.7127014907283966,0.6038461538461539,0.5457244151922783
