domain,accuracy,precision,recall,f1
1,0.7714285714285715,0.7749158249158249,0.7720941082378032,0.7709668803418803
2,0.7257383966244726,0.742209844949571,0.7293656450463293,0.722896767578652
3,0.7142857142857143,0.7144005143040824,0.712962962962963,0.7131652661064425
