domain,accuracy,precision,recall,f1
1.0,0.7619047619047619,0.753621807091117,0.7548850574712644,0.7542158314622844
2.0,0.8333333333333334,0.8313492063492063,0.8256569783638221,0.8279937282066884
3.0,0.7521008403361344,0.7542626810301776,0.7516949152542374,0.7513590084108013
