domain,accuracy,precision,recall,f1
1,0.8054474708171206,0.806692242114237,0.8050575408843126,0.8050904016502851
2,0.8739495798319328,0.8807066916823014,0.8572476525821596,0.8653947666088531
3,0.8214285714285714,0.8049300060864273,0.8092592592592593,0.8069557223839436
